word,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
heading,0,0,0,0,0,0,0,0,0,0
headland,0,0,0,0,0,0,0,0,0,0
headlight,0,0,0,1,0,0,0,0,0,0
headline,0,0,0,0,0,0,0,0,0,0
headlong,0,0,0,0,0,0,0,0,0,0
headquarters,0,0,0,0,0,0,0,0,0,0
headstone,0,0,0,0,0,0,0,0,0,0
headway,1,0,0,0,0,0,0,0,0,0
heady,0,1,0,0,0,0,0,0,0,0
heal,1,0,0,0,0,0,1,0,0,1
healing,1,0,0,1,0,0,1,0,0,1
health,0,0,0,0,0,0,0,0,0,0
healthful,1,0,0,0,0,0,1,0,0,0
healthy,1,0,0,0,0,0,0,0,0,0
heap,0,0,0,0,0,0,0,0,0,0
hear,0,0,0,0,0,0,0,0,0,0
hearer,0,0,0,0,0,0,0,0,0,0
hearing,0,1,0,0,0,1,0,0,0,0
hearsay,0,1,0,0,0,0,0,0,0,0
hearse,0,1,0,0,0,1,0,1,0,0
heart,0,0,0,0,0,0,0,0,0,0
heartache,0,1,0,0,0,0,0,1,0,0
heartburn,0,1,0,0,0,0,0,0,0,0
heartfelt,1,0,0,0,0,0,1,1,0,1
hearth,1,0,0,0,0,0,0,0,0,0
heartily,1,0,0,0,0,0,1,0,0,0
heartless,0,1,0,0,0,0,0,1,0,0
hearts,0,0,0,0,0,0,0,0,0,0
heartworm,0,0,0,0,1,0,0,0,0,0
heat,0,0,0,0,0,0,0,0,0,0
heated,0,0,0,0,0,0,0,0,0,0
heater,0,0,0,0,0,0,0,0,0,0
heath,0,0,0,0,0,0,0,0,0,0
heathen,0,1,0,0,0,1,0,0,0,0
heather,0,0,0,0,0,0,0,0,0,0
heating,0,0,0,0,0,0,0,0,0,0
heave,0,0,0,0,0,0,0,0,0,0
heavenly,1,0,0,1,0,0,1,0,0,1
heavens,1,0,0,0,0,0,1,0,0,1
heavily,0,1,0,0,0,0,0,0,0,0
heaviness,0,0,0,0,0,0,0,0,0,0
heaving,0,0,0,0,0,0,0,0,0,0
hectares,0,0,0,0,0,0,0,0,0,0
hectic,0,0,0,0,0,0,0,0,0,0
hedge,0,0,0,0,0,0,0,0,0,0
hedgehog,0,0,0,0,0,0,0,0,0,0
hedonism,1,1,0,0,0,0,1,0,0,0
heed,0,0,0,0,0,0,0,0,0,0
heel,0,1,0,0,0,0,0,0,0,0
heels,0,0,0,0,0,0,0,0,0,0
heft,1,0,0,1,0,1,0,0,0,0
hegemonic,0,0,0,0,0,0,0,0,0,0
heifer,0,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,0,0,0,0,0
heighten,0,1,0,0,0,1,0,0,0,0
heinous,0,1,0,0,0,0,0,0,0,0
heir,0,0,0,0,0,0,0,0,0,0
heiress,0,0,0,0,0,0,0,0,0,0
heirloom,0,0,0,0,0,0,0,0,0,0
heirs,0,0,0,0,0,0,0,0,0,0
helical,0,0,0,0,0,0,0,0,0,0
helix,0,0,0,0,0,0,0,0,0,0
hell,0,1,1,0,1,1,0,1,0,0
hellish,0,1,1,0,1,1,0,1,0,0
helm,0,0,0,0,0,0,0,0,0,0
helmet,1,0,0,0,0,1,0,0,0,0
helper,1,0,0,0,0,0,0,0,0,1
helpful,1,0,0,0,0,0,1,0,0,1
helpless,0,1,0,0,0,1,0,1,0,0
helplessness,0,1,0,0,0,1,0,1,0,0
hem,0,0,0,0,0,0,0,0,0,0
hematite,0,0,0,0,0,0,0,0,0,0
hemi,0,0,0,0,0,0,0,0,0,0
hemisphere,0,0,0,0,0,0,0,0,0,0
hemispheric,0,0,0,0,0,0,0,0,0,0
hemlock,0,0,0,0,0,0,0,0,0,0
hemorrhage,0,1,0,0,1,1,0,1,0,0
hemorrhoids,0,1,0,0,0,0,0,0,0,0
hemp,0,0,0,0,0,0,0,0,0,0
hen,0,0,0,0,0,0,0,0,0,0
henceforth,0,0,0,0,0,0,0,0,0,0
herald,0,0,0,0,0,0,0,0,0,0
heraldry,0,0,0,0,0,0,0,0,0,0
herb,0,0,0,0,0,0,0,0,0,0
herbaceous,0,0,0,0,0,0,0,0,0,0
herbal,1,0,0,0,0,0,0,0,0,0
herbarium,0,0,0,0,0,0,0,0,0,0
herd,0,0,0,0,0,0,0,0,0,0
hereditary,0,0,0,0,0,0,0,0,0,0
heredity,0,0,0,0,0,0,0,0,0,0
heresy,0,1,0,0,0,0,0,0,0,0
heretic,0,1,0,0,1,0,0,0,0,0
heretical,0,0,0,0,0,0,0,0,0,0
heretofore,0,0,0,0,0,0,0,0,0,0
hereunto,0,0,0,0,0,0,0,0,0,0
herewith,0,0,0,0,0,0,0,0,0,0
heritage,0,0,0,0,0,0,0,0,0,1
hermaphrodite,0,1,0,0,0,0,0,0,1,0
hermeneutics,0,0,0,0,0,0,0,0,0,0
hermit,0,0,0,0,0,0,0,1,0,1
hernia,0,0,0,0,0,0,0,0,0,0
hero,1,0,0,1,0,0,1,0,1,1
heroic,1,0,0,0,0,0,1,0,1,1
heroics,1,0,0,0,0,0,0,0,0,0
heroin,0,1,0,0,0,0,0,0,0,0
heroine,1,0,0,0,0,0,0,0,0,1
heroism,1,0,0,1,0,0,1,0,1,1
herpes,0,1,0,0,1,0,0,0,0,0
herpesvirus,0,1,0,0,1,0,0,0,0,0
hesitating,0,0,0,0,0,0,0,0,0,0
hesitation,0,1,0,0,0,1,0,0,0,0
heterogeneity,0,0,0,0,0,0,0,0,0,0
hew,0,0,0,0,0,0,0,0,0,0
hexagon,0,0,0,0,0,0,0,0,0,0
heyday,1,0,0,1,0,0,1,0,0,1
hiatus,0,0,0,0,0,0,0,0,0,0
hibernate,0,0,0,0,0,0,0,0,0,0
hibernation,0,0,0,0,0,0,0,0,0,0
hiccup,0,0,0,0,0,0,0,0,0,0
hidden,0,1,0,0,0,0,0,0,0,0
hide,0,0,0,0,0,1,0,0,0,0
hideous,0,1,0,0,1,1,0,1,0,0
hiding,0,0,0,0,0,1,0,0,0,0
hierarchical,0,0,0,0,0,0,0,0,0,0
high,0,0,0,0,0,0,0,0,0,0
higher,0,0,0,0,0,0,0,0,0,0
highest,1,1,0,1,0,1,1,0,1,0
highland,0,0,0,0,0,0,0,0,0,0
highlands,0,0,0,0,0,0,0,0,0,0
hight,0,0,0,0,0,0,0,0,0,0
highway,0,0,0,0,0,0,0,0,0,0
hiker,0,0,0,0,0,0,0,0,0,0
hilarious,1,0,0,0,0,0,1,0,1,0
hilarity,1,0,0,0,0,0,1,0,0,0
hill,0,0,0,0,0,0,0,0,0,0
hilly,0,0,0,0,0,0,0,0,0,0
hilt,0,0,0,0,0,0,0,0,0,0
hind,0,0,0,0,0,0,0,0,0,0
hindering,0,1,0,0,0,0,0,1,0,0
hindrance,0,1,0,0,0,0,0,0,0,0
hinge,0,0,0,0,0,0,0,0,0,0
hint,0,0,0,0,0,0,0,0,0,0
hinterland,0,0,0,0,0,0,0,0,0,0
hip,0,0,0,0,0,0,0,0,0,0
hippie,0,1,0,0,0,0,0,0,0,0
hire,1,0,0,1,0,0,1,0,0,1
hirsute,0,0,0,0,0,0,0,0,0,0
hiss,0,1,1,0,0,1,0,0,0,0
hissing,0,1,0,0,0,0,0,0,0,0
histology,0,0,0,0,0,0,0,0,0,0
historian,0,0,0,0,0,0,0,0,0,0
historic,0,0,0,0,0,0,0,0,0,0
historiography,0,0,0,0,0,0,0,0,0,0
history,0,0,0,0,0,0,0,0,0,0
hit,0,1,1,0,0,0,0,0,0,0
hitherto,0,1,0,0,0,0,0,0,0,0
hive,0,1,0,0,0,0,0,0,0,0
hoard,0,0,0,0,0,0,0,0,0,0
hoarse,0,1,0,0,0,0,0,0,0,0
hoary,0,1,0,0,0,0,0,1,0,0
hoax,0,1,1,0,1,0,0,1,1,0
hob,0,0,0,0,0,0,0,0,0,0
hobby,1,0,0,0,0,0,1,0,0,0
hobo,0,1,0,0,0,0,0,1,0,0
hockey,0,0,0,0,0,0,0,0,0,0
hoe,0,0,0,0,0,0,0,0,0,0
hog,0,1,0,0,1,0,0,0,0,0
hoist,0,0,0,0,0,0,0,0,0,0
hold,0,0,0,0,0,0,0,0,0,0
holder,0,0,0,0,0,0,0,0,0,0
holding,0,0,0,0,0,0,0,0,0,0
hole,0,0,0,0,0,0,0,0,0,0
holiday,1,0,0,1,0,0,1,0,0,0
holiness,1,0,0,1,0,1,1,0,1,1
hollow,0,1,0,0,0,0,0,1,0,0
holocaust,0,1,1,0,1,1,0,1,0,0
holy,1,0,0,0,0,0,0,0,0,0
homage,1,0,0,0,0,0,0,0,0,0
homeless,0,1,1,1,1,1,0,1,0,0
homeopathic,0,0,0,0,0,0,0,0,0,0
homeopathy,0,0,0,0,0,0,0,0,0,0
homesick,0,1,0,0,0,0,0,1,0,0
homestead,0,0,0,0,0,0,0,0,0,0
homework,0,0,0,0,0,1,0,0,0,0
homicidal,0,1,1,0,0,1,0,0,0,0
homicide,0,1,1,0,1,1,0,1,0,0
homily,0,0,0,0,0,0,0,0,0,0
homogeneity,0,0,0,0,0,0,0,0,0,0
homogeneous,0,0,0,0,0,0,0,0,0,0
homologous,0,0,0,0,0,0,0,0,0,0
homologue,0,0,0,0,0,0,0,0,0,0
homology,1,0,0,0,0,0,0,0,0,0
homosexual,0,0,0,0,0,0,0,0,0,0
homosexuality,0,1,0,0,0,0,0,0,0,0
hone,0,0,0,0,0,0,0,0,0,0
honest,1,0,1,0,1,1,1,1,0,1
honesty,1,0,0,0,0,0,0,0,0,1
honey,1,0,0,0,0,0,0,0,0,0
honeycomb,0,0,0,0,0,0,0,0,0,0
honeymoon,1,0,0,1,0,0,1,0,1,1
honeysuckle,0,0,0,0,0,0,0,0,0,0
honor,1,0,0,0,0,0,0,0,0,1
honorable,1,0,0,0,0,0,0,0,0,1
honorarium,0,0,0,0,0,0,0,0,0,0
hood,0,1,1,0,1,1,0,0,0,0
hooded,0,0,0,0,0,1,0,0,0,0
hoof,0,0,0,0,0,0,0,0,0,0
hook,0,0,0,0,0,0,0,0,0,0
hooked,0,1,0,0,0,0,0,0,0,0
hooker,0,0,0,0,0,0,0,0,0,0
hoop,0,0,0,0,0,0,0,0,0,0
hoot,0,1,1,0,1,0,0,0,0,0
hop,0,0,0,0,0,0,0,0,0,0
hope,1,0,0,1,0,0,1,0,1,1
hopeful,1,0,0,1,0,0,1,0,1,1
hopeless,0,1,0,0,0,1,0,1,0,0
hopelessness,0,1,1,0,1,1,0,1,0,0
hopes,0,0,0,0,0,0,0,0,0,0
hoping,0,0,0,0,0,0,0,0,0,0
hopper,0,0,0,0,0,0,0,0,0,0
horde,0,1,0,0,0,0,0,0,1,0
horizon,1,0,0,1,0,0,0,0,0,0
horizontal,0,0,0,0,0,0,0,0,0,0
horizontally,0,0,0,0,0,0,0,0,0,0
horn,0,0,0,0,0,0,0,0,0,0
hornet,0,0,0,0,0,0,0,0,0,0
horny,0,0,0,0,0,0,0,0,0,0
horoscope,0,0,0,1,0,0,0,0,0,0
horrible,0,1,1,0,1,1,0,0,0,0
horribly,0,1,0,0,0,0,0,0,0,0
horrid,0,1,1,0,1,1,0,1,0,0
horrific,0,1,1,0,1,1,0,1,0,0
horrified,0,1,0,0,0,1,0,0,0,0
horrifying,0,1,0,0,1,1,0,1,0,0
horror,0,1,1,0,1,1,0,1,1,0
horrors,0,1,0,0,0,1,0,1,0,0
horse,0,0,0,0,0,0,0,0,0,1
horseman,0,0,0,0,0,0,0,0,0,0
horseshoe,0,0,0,0,0,0,0,0,0,0
horticultural,0,0,0,0,0,0,0,0,0,0
horticulture,0,0,0,0,0,0,0,0,0,0
hose,0,0,0,0,0,0,0,0,0,0
hosiery,0,0,0,0,0,0,0,0,0,0
hospice,0,0,0,0,0,0,0,1,0,0
hospital,0,0,0,0,0,1,0,1,0,1
hospitality,1,0,0,0,0,0,0,0,0,0
hostage,0,1,1,0,0,1,0,0,0,0
hostel,0,0,0,0,0,0,0,0,0,0
hostile,0,1,1,0,1,1,0,0,0,0
hostilities,0,1,1,0,0,1,0,0,0,0
hostility,0,1,1,0,1,0,0,0,0,0
hot,0,0,1,0,0,0,0,0,0,0
hotbed,0,0,0,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0
hour,0,0,0,0,0,0,0,0,0,0
hourglass,0,0,0,0,0,0,0,0,0,0
hourly,0,0,0,0,0,0,0,0,0,0
house,0,0,0,0,0,0,0,0,0,0
household,1,0,0,0,0,0,0,0,0,0
householder,0,0,0,0,0,0,0,0,0,0
housekeeper,0,0,0,0,0,0,0,0,0,0
housekeeping,1,0,0,0,0,0,0,0,0,0
housewife,0,0,0,0,0,0,0,0,0,0
housing,0,0,0,0,0,0,0,0,0,0
hovercraft,0,0,0,0,0,0,0,0,0,0
howl,0,1,1,0,1,1,0,1,1,0
howsoever,0,0,0,0,0,0,0,0,0,0
hoy,0,0,0,0,0,0,0,0,0,0
hub,0,0,0,0,0,0,0,0,0,0
huddle,0,0,0,0,0,0,0,0,0,0
hue,0,0,0,0,0,0,0,0,0,0
huff,0,1,1,0,1,0,0,0,0,0
hug,1,0,0,0,0,0,1,0,0,1
huge,0,0,0,0,0,0,0,0,0,0
hulk,0,0,0,0,1,0,0,0,0,0
hull,0,0,0,0,0,0,0,0,0,0
hum,0,0,0,0,0,0,0,0,0,0
human,0,0,0,0,0,0,0,0,0,0
humane,1,0,0,0,0,0,0,0,0,0
humanitarian,1,0,0,1,0,0,1,0,1,1
humanities,0,0,0,0,0,0,0,0,0,0
humanity,1,0,0,0,0,0,1,0,0,1
humble,1,1,0,0,1,0,0,1,0,0
humbled,1,0,0,0,0,0,0,1,0,0
humbly,1,0,0,0,0,0,0,0,0,0
humbug,0,1,1,0,1,0,0,1,0,0
humid,0,0,0,0,0,0,0,0,0,0
humidity,0,0,0,0,0,0,0,0,0,0
humiliate,0,1,1,0,0,0,0,1,0,0
humiliating,0,1,0,0,1,0,0,0,0,0
humiliation,0,1,0,0,1,0,0,1,0,0
humility,1,0,0,0,0,0,0,0,0,1
hummer,0,0,0,0,0,0,0,0,0,0
hummingbird,0,0,0,0,0,0,0,0,0,0
humongous,0,0,0,0,0,0,0,0,0,0
humorist,1,0,0,0,0,0,0,0,0,0
humorous,1,0,0,0,0,0,1,0,0,0
hump,0,0,0,0,0,0,0,0,0,0
hunch,0,1,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,0,0,0,0,0
hundredth,0,0,0,0,0,0,0,0,0,0
hunger,0,0,0,0,0,0,0,0,0,0
hungry,0,1,0,1,0,0,0,0,0,0
hunk,0,0,0,0,0,0,0,0,0,0
hunks,0,0,0,0,0,0,0,0,0,0
hunt,0,0,0,0,0,0,0,0,0,0
hunter,0,1,0,1,0,1,0,1,0,0
hunting,0,1,1,1,0,1,0,0,0,0
hurl,0,0,0,0,0,0,0,0,0,0
hurrah,1,0,0,0,0,0,1,0,0,0
hurricane,0,1,0,0,0,1,0,0,0,0
hurried,0,1,0,1,0,0,0,0,0,0
hurry,0,0,0,1,0,0,0,0,0,0
hurt,0,1,1,0,0,1,0,1,0,0
hurtful,0,1,1,0,1,1,0,1,0,0
hurting,0,1,1,0,0,1,0,1,0,0
husbandry,1,0,0,0,0,0,0,0,0,1
hush,1,0,0,0,0,0,0,0,0,0
hushed,0,0,0,0,0,0,0,0,0,0
husk,0,0,0,0,0,0,0,0,0,0
husky,0,0,0,0,0,0,0,0,0,0
hustle,0,0,0,0,0,0,0,0,0,0
hustler,0,1,0,0,0,0,0,0,0,0
hut,1,0,0,0,0,0,0,1,0,0
hutch,0,0,0,0,0,0,0,0,0,0
hyacinth,0,0,0,0,0,0,0,0,0,0
hybrid,0,0,0,0,0,0,0,0,0,0
hydra,0,1,0,0,0,1,0,0,0,0
hydraulics,0,0,0,0,0,0,0,0,0,0
hydrocephalus,0,1,0,0,1,1,0,1,0,0
hydrodynamics,0,0,0,0,0,0,0,0,0,0
hydrogen,0,0,0,0,0,0,0,0,0,0
hydrographic,0,0,0,0,0,0,0,0,0,0
hydrology,0,0,0,0,0,0,0,0,0,0
hygiene,0,0,0,0,0,0,0,0,0,0
hygienic,1,0,0,0,0,0,0,0,0,0
hymn,1,0,0,1,0,0,1,1,0,1
hype,0,1,0,1,0,0,0,0,0,0
hyperbole,0,1,0,0,0,0,0,0,0,0
hypertrophy,0,0,0,0,1,1,0,0,1,0
hyphen,0,0,0,0,0,0,0,0,0,0
hypnotic,0,0,0,0,0,0,0,0,0,0
hypnotized,0,0,0,0,0,0,0,0,0,0
hypocrisy,0,1,0,0,0,0,0,0,0,0
hypocrite,0,1,0,0,1,0,0,0,0,0
hypocritical,0,1,0,0,1,0,0,0,0,0
hypothesis,0,0,0,1,0,0,0,0,1,0
hypothetical,0,0,0,0,0,0,0,0,0,0
hysteria,0,1,0,0,0,1,0,0,0,0
hysterical,0,1,1,0,0,1,0,0,0,0
ice,0,0,0,0,0,0,0,0,0,0
iceberg,0,0,0,0,0,0,0,0,0,0
icon,0,0,0,0,0,0,0,0,0,0
iconic,0,0,0,0,0,0,0,0,0,0
iconography,0,0,0,0,0,0,0,0,0,0
icy,0,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,0,0,0,0
idealism,1,0,0,0,0,0,0,0,0,0
idealist,0,0,0,0,0,0,0,0,0,0
identical,0,0,0,0,0,0,0,0,0,0
identically,0,0,0,0,0,0,0,0,0,0
identification,0,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0
identity,0,0,0,0,0,0,0,0,0,0
ideology,0,0,0,0,0,0,0,0,0,0
idiocy,0,1,1,0,1,0,0,1,0,0
idiom,0,0,0,0,0,0,0,0,0,0
idiomatic,0,0,0,0,0,0,0,0,0,0
idiot,0,1,0,0,1,0,0,0,0,0
idiotic,0,1,1,0,1,0,0,0,0,0
idle,0,0,0,0,0,0,0,0,0,0
idleness,0,0,0,0,0,0,0,0,0,0
idler,0,1,0,0,0,0,0,0,0,0
idol,1,0,0,0,0,0,0,0,0,0
idolatry,0,1,0,0,1,1,0,0,0,0
igloo,0,0,0,0,0,0,0,0,0,0
igneous,0,0,0,0,0,0,0,0,0,0
ignite,0,0,0,0,0,0,0,0,0,0
ignition,0,0,0,0,0,0,0,0,0,0
ignorance,0,1,0,0,0,0,0,0,0,0
ignorant,0,1,0,0,1,0,0,0,0,0
ignore,0,1,0,0,0,0,0,0,0,0
ilk,0,0,0,0,0,0,0,0,0,0
ill,0,1,1,0,1,1,0,1,0,0
illegal,0,1,1,0,1,1,0,1,0,0
illegality,0,1,1,0,1,1,0,0,0,0
illegally,0,0,0,0,0,0,0,0,0,0
illegible,0,1,0,0,0,0,0,0,0,0
illegitimate,0,1,1,0,1,1,0,1,1,0
illicit,0,1,1,0,1,1,0,0,0,0
illiterate,0,1,0,0,1,0,0,0,0,0
illness,0,1,0,0,0,1,0,1,0,0
illogical,0,1,0,0,0,0,0,0,0,0
illuminate,1,0,0,1,0,0,1,0,1,0
illumination,1,0,0,0,0,0,1,0,1,1
illuminator,0,0,0,0,0,0,0,0,0,0
illusion,0,1,0,0,0,0,0,0,1,0
illustrate,1,0,0,0,0,0,0,0,0,0
illustration,0,0,0,0,0,0,0,0,0,0
illustrative,0,0,0,0,0,0,0,0,0,0
illustrious,1,0,0,0,0,0,0,0,0,0
image,0,0,0,0,0,0,0,0,0,0
imagery,0,0,0,0,0,0,0,0,0,0
imaginary,0,0,0,0,0,0,0,0,0,0
imagination,0,0,0,0,0,0,0,0,0,0
imaginative,1,0,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,0
imagined,0,0,0,0,0,0,0,0,0,0
imagining,0,0,0,0,0,0,0,0,0,0
imam,0,0,0,0,0,0,0,0,0,0
imbedded,0,0,0,0,0,0,0,0,0,0
imitate,0,0,0,0,0,0,0,0,0,0
imitated,0,1,0,0,0,0,0,0,0,0
imitation,0,1,0,0,0,0,0,0,0,0
immaculate,1,0,0,0,0,0,1,0,0,1
immaterial,0,0,0,0,0,0,0,0,0,0
immature,0,1,0,1,0,0,0,0,0,0
immaturity,0,1,1,1,0,0,0,0,0,0
immeasurable,0,0,0,0,0,0,0,0,0,0
immeasurably,0,0,0,0,0,0,0,0,0,0
immediacy,0,0,0,0,0,0,0,0,1,0
immediately,1,1,0,1,0,0,0,0,0,0
immemorial,0,0,0,0,0,0,0,0,0,0
immense,1,0,0,0,0,0,0,0,0,0
immerse,1,0,0,1,0,1,1,0,1,1
immersion,0,0,0,0,0,0,0,0,0,0
immigrant,0,0,0,0,0,1,0,0,0,0
immigration,0,0,0,0,0,0,0,0,0,0
imminent,0,0,0,1,0,1,0,0,0,0
immoral,0,1,1,0,1,1,0,1,0,0
immorality,0,1,1,0,1,0,0,0,0,0
immortal,1,0,0,0,0,0,0,0,0,0
immortality,0,0,0,1,0,0,0,0,0,0
immovable,1,1,0,0,0,0,0,0,0,1
immune,0,0,0,0,0,0,0,0,0,0
immunity,0,0,0,0,0,0,0,0,0,0
immunization,0,0,0,0,0,0,0,0,0,1
immutable,0,0,0,0,0,0,0,0,0,0
imp,0,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,0,0,0,0,0
impair,0,1,0,0,0,0,0,0,0,0
impairment,0,1,0,0,0,0,0,0,0,0
impart,1,0,0,0,0,0,0,0,0,1
impartial,1,0,0,0,0,0,0,0,0,1
impartiality,1,0,0,0,0,0,0,0,0,1
impassable,0,1,0,0,0,0,0,0,0,0
impassioned,0,0,0,0,0,0,0,0,0,0
impatience,0,1,0,0,0,0,0,0,0,0
impatient,0,1,0,1,0,0,0,0,0,0
impeach,0,1,0,0,1,1,0,0,0,0
impeachment,0,1,0,0,0,0,0,0,0,0
impeccable,1,0,0,0,0,0,0,0,0,1
impede,0,1,0,0,0,0,0,0,0,0
impediment,0,0,0,0,0,0,0,0,0,0
impelled,0,0,0,0,0,0,0,0,0,0
impending,0,0,0,1,0,1,0,0,0,0
impenetrable,0,0,0,0,0,0,0,0,0,1
imperative,0,0,0,0,0,0,0,0,0,0
imperceptible,0,0,0,0,0,0,0,0,0,0
imperfection,0,1,0,0,0,0,0,0,0,0
imperfectly,0,1,0,0,0,0,0,0,0,0
imperial,0,0,0,0,0,0,0,0,0,0
impermeable,0,0,1,0,0,1,0,0,0,0
impermissible,0,0,0,0,0,0,0,0,0,0
impersonal,0,0,0,0,0,0,0,0,0,0
impersonate,0,1,0,0,0,0,0,0,0,0
impersonation,0,1,0,0,0,0,0,0,0,0
impervious,1,0,0,0,0,0,0,0,0,0
impetus,0,0,0,0,0,0,0,0,0,0
implacable,0,1,0,0,0,0,0,0,0,0
implant,0,0,0,0,0,0,0,0,0,0
implantation,0,0,0,0,0,0,0,0,0,0
implanted,0,0,0,0,0,0,0,0,0,0
implement,0,0,0,0,0,0,0,0,0,0
implicate,0,1,1,0,0,0,0,0,0,0
implicated,0,0,0,0,0,0,0,0,0,0
implication,0,0,0,0,0,0,0,0,0,0
implied,0,0,0,0,0,0,0,0,0,0
implore,0,0,0,0,0,0,0,0,0,0
implosion,0,0,0,0,0,0,0,0,0,0
imply,0,0,0,0,0,0,0,0,0,0
impolite,0,1,0,0,1,0,0,0,0,0
import,0,0,0,0,0,0,0,0,0,0
importance,1,0,0,1,0,0,0,0,0,0
important,1,0,0,0,0,0,0,0,0,1
importation,0,0,0,0,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,0
imposing,0,0,0,0,0,0,0,0,0,0
imposition,0,1,0,0,0,0,0,0,0,0
impossibility,0,0,0,0,0,0,0,0,0,0
impossible,0,1,0,0,0,0,0,1,0,0
impotence,0,1,1,0,0,1,0,1,0,0
impotent,0,1,0,0,0,0,0,0,0,0
impound,0,1,0,0,0,0,0,0,0,0
impracticable,0,1,0,0,0,0,0,0,0,0
impress,1,0,0,0,0,0,0,0,0,0
impression,1,0,0,0,0,0,0,0,0,0
impressionable,0,0,0,0,0,0,0,0,0,1
imprint,0,0,0,0,0,0,0,0,0,0
imprison,0,1,0,0,0,0,0,0,0,0
imprisoned,0,1,1,0,1,1,0,1,0,0
imprisonment,0,1,1,0,1,1,0,1,0,0
improbable,0,0,0,0,0,0,0,0,0,0
impromptu,0,0,0,0,0,0,0,0,0,0
impropriety,0,1,0,0,0,0,0,0,0,0
improve,1,0,0,1,0,0,1,0,0,1
improved,1,0,0,0,0,0,0,0,0,0
improvement,1,0,0,0,0,0,1,0,0,1
improving,1,0,0,0,0,0,0,0,0,0
improvisation,0,0,0,0,0,0,0,0,1,0
improvise,1,0,0,1,0,0,0,0,1,0
improvised,0,0,0,0,0,0,0,0,0,0
imprudent,0,1,0,0,0,0,0,1,0,0
impulse,0,0,0,0,0,0,0,0,0,0
impunity,0,0,0,0,0,0,0,0,0,0
impure,0,1,0,0,1,0,0,0,0,0
impurity,0,1,0,0,1,0,0,0,0,0
imputation,0,1,0,0,0,0,0,0,0,0
inability,0,1,0,0,0,0,0,1,0,0
inaccessible,0,1,0,0,0,0,0,0,0,0
inaccurate,0,1,0,0,0,0,0,0,0,0
inaction,0,1,0,0,0,0,0,0,0,0
inactivate,0,0,0,0,0,0,0,0,0,0
inactivation,0,0,0,0,0,0,0,0,0,0
inactive,0,0,0,0,0,0,0,0,0,0
inactivity,0,1,0,0,0,0,0,0,0,0
inadequacy,0,1,0,0,0,0,0,0,0,0
inadequate,0,1,0,0,0,0,0,1,0,0
inadmissible,0,1,1,0,1,0,0,0,0,0
inadvertent,0,0,0,0,0,0,0,0,0,0
inadvertently,0,0,0,0,0,0,0,0,0,0
inalienable,1,0,0,0,0,0,0,0,0,0
inane,0,1,0,0,0,0,0,0,0,0
inanimate,0,0,0,0,0,0,0,0,0,0
inapplicable,0,1,0,0,0,0,0,0,0,0
inappropriate,0,1,1,0,1,0,0,1,0,0
inattention,0,1,1,0,0,0,0,0,0,0
inaudible,0,1,0,0,0,0,0,0,0,0
inaugural,0,0,0,1,0,0,0,0,0,0
inaugurate,0,0,0,0,0,0,0,0,0,0
inauguration,1,0,0,1,0,0,1,0,0,1
inborn,0,0,0,0,0,0,0,0,0,0
inbred,0,0,0,0,0,0,0,0,0,0
incalculable,0,1,0,0,0,0,0,0,0,0
incandescent,0,0,0,0,0,0,0,0,0,0
incapable,0,0,0,0,0,0,0,0,0,0
incapacity,0,1,0,0,0,0,0,0,0,0
incarceration,0,1,1,0,1,1,0,1,0,0
incase,0,1,1,0,1,1,0,1,0,0
incendiary,0,1,1,0,0,1,0,0,1,0
incense,0,1,1,0,0,0,0,0,0,0
incentive,0,0,0,0,0,0,0,0,0,0
inception,0,0,0,0,0,0,0,0,0,0
incessant,0,1,0,0,0,0,0,0,0,0
incessantly,0,0,0,0,0,0,0,0,0,0
incest,0,1,1,0,1,1,0,1,0,0
incestuous,0,1,0,0,1,0,0,0,0,0
inch,0,0,0,0,0,0,0,0,0,0
incidence,0,0,0,0,0,0,0,0,0,0
incident,0,0,0,0,0,0,0,0,1,0
incidentally,0,0,0,0,0,0,0,0,0,0
incineration,0,1,0,0,0,0,0,0,0,0
incipient,0,0,0,0,0,0,0,0,0,0
incision,0,0,0,0,0,0,0,0,0,0
incisive,1,0,0,0,0,0,0,0,0,0
incite,0,1,1,1,0,1,0,0,0,0
incitement,0,0,0,0,0,0,0,0,0,0
inclement,0,1,0,0,0,0,0,0,0,0
inclination,0,0,0,0,0,0,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,1
inclined,0,0,0,0,0,0,0,0,0,0
include,1,0,0,0,0,0,0,0,0,0
included,1,0,0,0,0,0,0,0,0,0
including,1,0,0,0,0,0,0,0,0,0
inclusion,0,0,0,0,0,0,0,0,0,1
inclusive,1,0,0,0,0,0,0,0,0,0
incognito,0,0,0,0,0,0,0,0,0,0
incoherent,0,1,0,0,0,0,0,0,0,0
